Time,Li7,B11,Mg24,Ca43,Mn55,Ni60,Cu65,Zn66,Sr86,Ba137,Pb208,U238
202756,100,2200,113900,144900,400,0,200,100,316400,11010,10410,2500
202929,0,2800,92770,140200,400,0,0,0,311800,7903,10010,3101
203102,0,1500,90950,143500,400,0,0,300,641200,7503,11110,3601
203275,100,1800,87220,141200,300,0,0,300,309100,5902,9605,2700
203448,0,1000,79450,133900,200,0,100,0,307500,7403,8104,2300
203621,0,1700,82570,137000,800,0,100,100,323700,7403,7903,2700
203794,100,1600,91560,144300,1900,100,100,100,333600,8204,11010,3201
203967,0,1800,92060,144600,300,0,0,100,362500,9205,8704,3301
204140,0,1900,93480,157000,600,0,0,100,347600,7703,10410,3701
204313,0,1600,106200,166700,500,0,300,100,353200,11510,9105,2500
204486,0,2300,98030,173600,200,0,200,100,388600,8404,10410,3501
204659,0,1300,114100,173500,400,0,0,0,387700,10310,10310,3601
204832,100,1700,112700,185100,200,0,200,0,435600,11210,10910,3701
205005,100,2800,119800,186900,700,0,100,100,434400,12410,10010,3701
205178,100,3401,117100,210400,800,0,100,300,451800,10810,11510,3301
205351,0,2200,133100,208300,500,0,0,0,470200,11310,9705,4601
205524,100,2000,129200,194600,700,100,200,100,447100,10710,13110,3101
205697,100,2200,123200,206200,500,0,0,100,445100,10510,10410,3501
205870,100,1100,142800,217600,400,0,0,100,472200,11510,9605,3701
206043,0,2000,135800,216300,200,0,300,2600,442500,12310,9505,5302
206216,0,2300,124600,199200,1700,0,200,100,394200,9805,10510,2800
206389,0,1900,108900,169400,500,0,0,0,359900,10010,10110,2200
206562,100,1300,96910,147800,500,0,0,100,303200,7203,8804,2800
206735,0,1700,83680,119300,400,100,100,100,244200,6202,9905,2000
206908,0,1600,62720,109400,500,0,100,0,247700,7103,8704,1400
207081,0,600,65640,102000,300,100,0,0,216300,4801,9605,1700
207254,0,1800,63720,99950,200,0,0,100,239200,7503,14010,1100
207427,0,1100,53660,113300,600,100,0,200,219700,6202,9004,1500
207600,0,1700,46920,85200,600,0,100,200,199600,5902,9905,1200
207773,0,1200,46520,81260,900,200,200,0,173000,4201,10710,2000
207946,0,1800,46420,74500,500,100,0,0,174500,6502,10210,1400
208119,0,1200,36770,88430,300,0,100,100,194200,3701,11510,1200
208292,0,1200,31660,63420,600,0,100,0,143300,5101,9405,1000
208465,0,700,30450,63320,400,100,0,0,133900,5402,11910,1700
208638,0,1400,29950,55270,500,0,0,0,133100,4901,9905,1000
208811,0,1200,23030,46820,300,0,0,200,121500,3101,8404,1200
208984,0,1300,24030,48830,400,0,100,0,117800,4501,9605,1600
