"","Time","Li7","Be9","B11","Mg24","Al27","Ca43","Ca44","Mn55","Cu65","Zn66","Sr88","Ba137","U238"
"1",0.1942,0,0,0,22,34,13,121.06,39.01,0,0,1,0,0
"2",0.3503,1,0,1,16,50.01,11,111.05,39.01,0,0,0,0,0
"3",0.5063,0,0,0,20,26,8,103.04,30,0,0,0,0,0
"4",0.6623,2,0,0,27,25,17,103.04,33,0,0,0,0,0
"5",0.8183,0,0,1,13,33,7,108.05,36.01,0,0,0,0,0
"6",0.9743,0,0,2,16,60.01,9,121.06,36.01,0,0,0,0,0
"7",1.1303,3,0,2,26,30,9,109.05,39.01,0,0,0,0,0
"8",1.2863,2,0,0,21,34,8,91.03,46.01,0,0,0,0,0
"9",1.4423,3,0,1,19,34,13,91.03,34,0,0,0,0,0
"10",1.5983,1,0,2,23,44.01,9,106.04,45.01,0,0,0,0,0
"11",1.7544,2,0,0,25,35,13,125.06,36.01,0,0,0,0,0
"12",1.9104,2,0,0,17,39.01,13,94.03,48.01,0,0,0,0,0
"13",2.0664,0,0,1,16,33,9,106.04,39.01,0,0,0,0,0
"14",2.2224,2,0,0,14,60.01,10,93.03,49.01,0,0,0,0,0
"15",2.3784,2,0,0,28,27,11,105.04,36.01,0,0,0,0,0
"16",2.5344,3,0,0,20,27,13,94.03,38.01,0,0,0,0,0
"17",2.6904,3,0,2,18,34,4,103.04,50.01,0,0,0,0,0
"18",2.8464,0,0,0,16,39.01,9,101.04,31,0,1,0,0,0
"19",3.0025,1,0,0,21,54.01,6,106.04,35,0,0,0,0,0
"20",3.1585,3,0,0,26,39.01,15,111.05,34,0,2,0,0,0
"21",3.3145,0,0,0,20,35,11,100.04,29,0,0,0,0,0
"22",3.4705,0,0,1,26,29,5,105.04,41.01,0,0,0,0,0
"23",3.6265,0,0,1,11,37.01,11,100.04,40.01,0,0,0,0,0
"24",3.7825,1,0,1,20,41.01,7,100.04,33,0,0,0,0,0
"25",3.9385,0,0,0,14,36,11,91.03,27,0,0,0,0,0
"26",4.0946,1,0,4,19,45.01,13,96.04,31,0,0,1,0,0
"27",4.2506,2,0,0,17,43.01,8,98.04,29,0,1,0,0,0
"28",4.4066,2,0,2,18,40.01,10,107.04,41.01,0,0,0,0,0
"29",4.5626,1,0,1,18,31,8,100.04,44.01,0,0,0,0,0
"30",4.7186,3,0,2,15,31,10,95.03,41.01,1,1,0,0,0
"31",4.8746,1,0,0,17,29,13,94.03,37.01,0,1,0,0,0
"32",5.0306,1,0,0,24,44.01,14,107.04,38.01,0,0,0,0,0
"33",5.1866,2,0,0,18,46.01,10,93.03,37.01,0,0,0,0,0
"34",5.3427,1,0,1,20,29,6,103.04,39.01,0,0,0,1,0
"35",5.4987,1,0,0,35,42.01,7,107.04,37.01,0,0,0,0,0
"36",5.6547,3,0,0,20,45.01,13,109.05,48.01,0,0,0,0,0
"37",5.8107,2,0,2,14,40.01,1,118.05,40.01,0,0,0,0,0
"38",5.9667,0,0,1,19,37.01,11,93.03,36.01,0,0,0,0,0
"39",6.1227,3,0,0,23,33,7,110.05,28,0,0,0,0,0
"40",6.2787,2,0,1,21,37.01,9,97.04,43.01,0,0,0,0,0
"41",6.4347,3,0,0,17,25,12,101.04,53.01,0,0,0,0,0
"42",6.5908,0,0,1,13,33,10,98.04,42.01,0,0,0,0,0
"43",6.7468,1,0,1,25,25,8,77.02,50.01,0,0,0,0,0
"44",6.9028,3,0,0,21,31,15,93.03,39.01,0,0,0,0,0
"45",7.0588,3,0,1,14,34,15,97.04,26,0,0,0,0,0
"46",7.2148,1,0,0,26,46.01,8,98.04,42.01,0,0,0,0,0
"47",7.3708,2,0,0,18,42.01,14,94.03,44.01,0,0,0,0,0
"48",7.5268,1,0,0,21,35,7,112.05,46.01,1,0,0,0,0
"49",7.6829,3,0,0,24,19,12,104.04,37.01,0,0,0,0,0
"50",7.8389,4,0,2,20,41.01,8,106.04,43.01,0,0,0,0,0
"51",7.9949,4,0,2,12,36,10,105.04,47.01,0,0,0,0,0
"52",8.1509,0,0,1,13,26,8,120.06,41.01,0,0,0,0,0
"53",8.3069,2,0,0,18,26,8,74.02,31,1,0,1,0,0
"54",8.4629,1,0,0,22,31,16,93.03,42.01,0,0,0,0,0
"55",8.6189,2,0,0,12,42.01,4,90.03,34,0,0,0,0,0
"56",8.775,3,0,0,15,30,11,108.05,36.01,0,0,0,0,0
"57",8.931,4,0,1,25,38.01,13,98.04,43.01,0,0,0,0,0
"58",9.087,0,0,2,18,27,10,107.04,47.01,0,0,0,0,0
"59",9.243,1,0,2,15,27,11,97.04,40.01,1,0,0,0,0
"60",9.399,3,0,0,16,27,16,103.04,42.01,0,1,1,0,0
"61",9.555,1,0,0,26,35,4,98.04,33,0,0,0,0,0
"62",9.711,1,0,2,22,39.01,15,94.03,44.01,0,0,0,0,0
"63",9.867,3,0,0,19,32,18,91.03,47.01,1,0,0,0,0
"64",10.023,2,0,0,15,23,11,88.03,36.01,0,0,0,0,0
"65",10.1791,2,0,0,16,40.01,9,94.03,35,0,0,0,0,0
"66",10.3351,2,0,0,17,47.01,23,84.03,44.01,0,0,0,0,0
"67",10.4911,1,0,0,20,25,10,122.06,37.01,0,0,0,0,0
"68",10.6471,5,0,0,22,46.01,5,107.04,43.01,0,0,0,0,0
"69",10.8031,3,0,0,22,34,10,99.04,33,0,0,0,0,0
"70",10.9591,2,0,2,23,33,9,101.04,43.01,0,0,0,0,0
"71",11.1151,2,0,1,25,28,11,116.05,45.01,0,0,0,0,0
"72",11.2712,3,0,0,21,34,8,87.03,44.01,0,0,0,0,0
"73",11.4272,2,0,1,18,43.01,12,119.05,42.01,1,0,0,0,0
"74",11.5832,1,0,0,15,25,7,91.03,42.01,0,0,0,0,0
"75",11.7392,3,0,0,10,38.01,14,117.05,33,1,0,0,0,0
"76",11.8952,1,0,0,14,33,10,105.04,40.01,0,0,0,0,0
"77",12.0512,1,0,0,16,26,5,99.04,44.01,0,1,0,0,0
"78",12.2072,0,0,2,21,38.01,9,109.05,44.01,0,0,1,0,0
"79",12.3632,4,0,2,19,44.01,8,104.04,40.01,0,0,0,0,0
"80",12.5193,4,0,1,12,35,19,104.04,45.01,0,0,0,0,0
"81",12.6753,0,0,1,18,22,9,101.04,45.01,1,0,0,0,0
"82",12.8313,5,0,0,16,30,21,107.04,33,0,1,0,0,0
"83",12.9873,0,0,0,17,33,20,89.03,36.01,0,0,0,0,0
"84",13.1433,1,0,0,19,28,15,102.04,41.01,0,0,0,0,0
"85",13.2993,1,0,1,28,29,11,98.04,44.01,1,0,0,0,0
"86",13.4553,2,0,1,14,32,9,102.04,35,0,0,0,0,0
"87",13.6114,0,0,2,13,41.01,6,101.04,43.01,1,0,0,0,0
"88",13.7674,3,0,0,8,41.01,17,62.01,47.01,0,0,0,0,0
"89",13.9234,5,0,0,22,31,15,108.05,36.01,0,1,0,0,0
"90",14.0794,5,0,1,24,31,14,107.04,45.01,1,0,0,0,0
"91",14.2354,3,0,0,20,23,13,99.04,35,0,0,0,0,0
"92",14.3914,0,0,3,22,32,5,106.04,43.01,0,0,0,0,0
"93",14.5474,1,0,0,20,31,10,101.04,31,0,0,0,0,0
"94",14.7034,2,0,1,15,19,18,82.03,39.01,0,0,0,0,0
"95",14.8595,4,0,0,23,40.01,9,100.04,31,0,0,0,0,0
"96",15.0155,0,0,1,23,48.01,7,123.06,41.01,0,0,0,0,0
"97",15.1715,3,0,0,18,29,6,115.05,44.01,0,0,0,0,0
"98",15.3275,3,0,0,22,31,7,104.04,28,0,0,0,0,0
"99",15.4835,0,0,0,18,33,13,85.03,46.01,0,0,0,0,0
"100",15.6395,1,0,0,27,28,6,117.05,33,0,1,0,0,0
"101",15.7955,0,0,1,20,37.01,12,122.06,51.01,0,0,0,0,0
"102",15.9515,0,0,0,20,34,6,93.03,30,0,0,0,0,0
"103",16.1076,1,0,0,19,27,23,101.04,40.01,0,0,0,0,0
"104",16.2636,0,0,1,19,38.01,11,108.05,37.01,0,0,0,0,0
"105",16.4196,2,0,0,28,44.01,14,102.04,38.01,0,0,0,0,0
"106",16.5756,1,0,2,19,24,5,114.05,36.01,0,0,0,0,0
"107",16.7316,1,0,2,18,31,6,111.05,45.01,0,0,0,0,0
"108",16.8876,2,0,0,7,30,9,88.03,37.01,0,0,1,0,0
"109",17.0436,1,0,0,14,31,10,97.04,38.01,1,0,0,0,0
"110",17.1996,2,0,0,19,30,14,101.04,36.01,0,0,0,0,0
"111",17.3557,1,0,1,15,35,8,93.03,40.01,0,0,0,0,0
"112",17.5117,4,0,0,31,28,12,95.03,36.01,0,0,0,0,0
"113",17.6677,2,0,0,15,46.01,9,101.04,27,0,0,0,0,0
"114",17.8237,1,0,1,18,24,19,100.04,29,0,1,0,0,0
"115",17.9797,2,0,0,17,36,9,118.05,28,0,0,0,0,0
"116",18.1357,1,0,0,11,30,17,108.05,46.01,0,0,0,0,0
"117",18.2917,0,0,3,23,30,15,90.03,34,0,0,0,0,0
"118",18.4478,1,0,1,25,32,8,79.02,46.01,0,0,0,0,0
"119",18.6038,1,0,0,12,42.01,14,120.06,33,0,1,0,0,0
"120",18.7598,0,0,0,24,29,5,123.06,40.01,1,0,0,0,0
"121",18.9158,1,0,1,12,32,12,103.04,38.01,1,0,0,0,0
"122",19.0718,2,0,0,17,37.01,11,69.02,36.01,0,0,0,0,0
"123",19.2278,3,0,0,17,35,14,101.04,47.01,0,0,0,0,0
"124",19.3838,1,0,0,19,35,6,94.03,48.01,0,0,0,0,0
"125",19.5399,1,0,1,22,41.01,9,106.04,46.01,1,0,0,0,0
"126",19.6959,2,0,0,10,54.01,10,115.05,47.01,0,0,0,0,0
"127",19.8519,1,0,1,16,29,12,86.03,35,0,0,0,0,0
"128",20.0079,2,0,2,13,24,11,99.04,2563.28,1,0,1,0,0
"129",20.1639,2,0,1,21,35,14,104.04,39.01,0,0,0,0,0
"130",20.3199,1,0,1,13,36,9,86.03,49.01,0,0,0,0,0
"131",20.4759,2,0,1,13,39.01,13,106.04,45.01,1,1,0,0,0
"132",20.6319,1,0,2,21,32,14,101.04,41.01,0,1,0,0,0
"133",20.7879,3,0,1,15,43.01,16,98.04,30,1,0,0,0,0
"134",20.944,2,0,0,23,32,13,116.05,55.01,0,0,0,0,0
"135",21.1,0,0,0,14,34,6,73.02,34,0,0,0,0,0
"136",21.256,2,0,0,17,32,6,108.05,44.01,1,0,0,0,0
"137",21.412,2,0,0,19,34,16,104.04,40.01,0,0,0,0,0
"138",21.568,3,0,0,25,28,13,92.03,35,0,0,0,0,0
"139",21.724,2,0,0,18,42.01,6,99.04,42.01,0,0,0,0,0
"140",21.88,0,0,0,11,33,11,106.04,43.01,0,0,0,0,0
"141",22.036,6,0,1,21,36,12,100.04,40.01,0,0,0,0,0
"142",22.1921,1,0,0,19,30,9,99.04,48.01,0,0,0,0,0
"143",22.3481,4,0,0,20,38.01,8,112.05,45.01,0,0,0,0,0
"144",22.5041,1,0,0,28,34,18,114.05,41.01,0,0,0,0,0
"145",22.6601,1,0,1,14,29,8,96.04,47.01,0,0,0,0,0
"146",22.8161,3,0,1,20,32,15,87.03,39.01,0,0,0,0,0
"147",22.9721,2,0,1,14,31,10,107.04,28,0,0,0,1,0
"148",23.1281,0,0,0,15,34,6,97.04,44.01,0,1,0,0,0
"149",23.2842,2,0,0,17,34,11,109.05,39.01,0,0,0,0,0
"150",23.4402,0,0,1,19,38.01,13,89.03,39.01,0,0,0,0,0
"151",23.5962,0,0,1,20,30,11,94.03,42.01,0,0,0,0,0
"152",23.7522,2,0,0,22,26,13,92.03,45.01,0,0,0,0,0
"153",23.9082,2,0,0,22,25,8,93.03,49.01,0,0,1,0,0
"154",24.0642,3,0,0,25,35,13,98.04,36.01,0,0,0,0,0
"155",24.2202,1,0,0,21,39.01,14,107.04,40.01,0,0,0,0,0
"156",24.3762,1,0,1,23,33,6,120.06,45.01,1,0,0,0,0
"157",24.5323,3,0,0,15,30,11,95.03,42.01,0,0,0,0,0
"158",24.6883,3,0,0,18,39.01,14,130.07,41.01,0,1,0,0,0
"159",24.8443,2,0,1,16,44.01,11,96.04,48.01,0,0,0,0,0
"160",25.0003,4,0,1,17,40.01,6,101.04,36.01,0,0,0,0,0
"161",25.1563,3,0,1,18,43.01,14,90.03,38.01,0,0,0,0,0
"162",25.3123,1,0,0,13,46.01,9,98.04,49.01,0,0,0,0,0
"163",25.4683,2,0,1,16,38.01,9,98.04,29,0,0,0,0,0
"164",25.6243,1,0,1,14,34,13,99.04,52.01,1,0,0,0,0
"165",25.7804,3,0,0,19,38.01,15,123.06,40.01,0,0,0,0,0
"166",25.9364,2,0,0,19,27,7,93.03,49.01,0,0,0,0,0
"167",26.0924,3,0,0,15,29,10,82.03,40.01,0,0,0,0,0
"168",26.2484,2,0,0,20,26,13,97.04,46.01,0,0,0,0,0
"169",26.4044,2,0,1,19,27,13,115.05,44.01,0,0,0,0,0
"170",26.5604,3,0,0,17,32,10,100.04,46.01,1,0,0,0,0
"171",26.7164,1,0,0,21,47.01,14,113.05,36.01,0,0,0,0,0
"172",26.8725,1,0,2,21,34,7,115.05,31,0,0,0,0,0
"173",27.0285,1,0,2,16,29,18,102.04,40.01,2,0,0,0,0
"174",27.1845,3,0,0,18,27,9,91.03,31,0,1,0,0,0
"175",27.3405,2,0,1,31,28,8,103.04,41.01,0,0,0,0,0
"176",27.4965,1,0,1,16,34,11,103.04,38.01,0,0,0,0,0
"177",27.6525,5,0,0,21,40.01,11,102.04,37.01,0,1,0,0,0
"178",27.8085,2,0,0,18,31,12,118.05,36.01,1,0,0,0,0
"179",27.9646,0,0,0,16,22,6,93.03,30,0,0,0,0,0
"180",28.1206,0,0,2,25,31,16,103.04,37.01,0,0,0,0,0
"181",28.2766,2,0,0,21,29,11,79.02,49.01,0,0,0,0,0
"182",28.4326,2,0,0,13,38.01,9,105.04,47.01,0,0,0,0,0
"183",28.5886,3,0,0,12,38.01,8,98.04,51.01,0,0,0,0,0
"184",28.7446,2,0,1,24,38.01,12,116.05,33,0,0,0,0,0
"185",28.9006,1,0,0,22,38.01,12,113.05,27,0,0,0,0,0
"186",29.0566,1,0,1,20,44.01,6,93.03,44.01,0,0,0,0,0
"187",29.2126,1,0,1,15,43.01,11,96.04,29,1,0,0,0,0
"188",29.3687,3,0,2,24,33,12,74.02,39.01,0,0,0,0,0
"189",29.5247,2,0,1,17,37.01,15,103.04,40.01,0,0,0,0,0
"190",29.6807,0,0,1,27,34,7,113.05,48.01,0,0,1,0,0
"191",29.8367,3,0,0,17,39.01,10,77.02,39.01,0,0,0,0,0
"192",29.9927,0,0,0,22,41.01,10,118.05,42.01,2,0,0,0,0
"193",30.1487,2,0,0,17,33,10,101.04,51.01,0,0,0,0,0
"194",30.3047,3,0,2,16,30,4,90.03,53.01,0,0,0,0,0
"195",30.4608,3,0,0,27,24,13,108.05,37.01,0,0,0,0,0
"196",30.6168,0,0,0,16,35,15,108.05,30,0,0,0,0,0
"197",30.7728,1,0,1,20,31,6,114.05,49.01,0,0,0,0,0
"198",30.9288,0,0,0,9,25,14,116.05,33,2,0,0,0,0
"199",31.0848,2,0,1,17,25,10,101.04,47.01,0,0,0,0,0
"200",31.2408,0,0,0,14,28,10,112.05,37.01,0,1,0,0,0
"201",31.3968,0,0,1,21,41.01,15,125.06,53.01,0,1,0,0,0
"202",31.5528,2,0,0,19,32,11,107.04,44.01,0,0,0,0,0
"203",31.7089,3,0,0,593.34,741.09,1145.04,19325.94,860.87,5,14,6145.08,6,1
"204",31.8649,4,0,6,1808.39,3761.3,2056.19,39739.55,1254.08,9,20,11703.73,11,0
"205",32.0209,5,0,5,1888.51,2267.48,4534.99,71996.78,999.87,7,13,13120.43,6,1
"206",32.1769,4,0,7,1694.89,1133.89,5999.76,91720.3,871.94,4,19,16763.14,6,1
"207",32.3329,4,0,5,1757.71,644.58,5635.96,98555.84,654.66,4,5,23963.85,8,1
"208",32.4889,6,0,5,1129.85,497.95,4996.51,82401.5,542.14,3,4,24293.25,1,1
"209",32.6449,7,0,6,1196.44,243.23,4811.71,91656.2,416.67,4,3,21154.65,3,1
"210",32.8009,5,0,3,1161.12,203.16,6102.39,97100.41,442.76,2,3,22200.34,0,0
"211",32.957,7,0,4,1128.84,159.1,6555.75,117637.86,533.1,3,5,23316.49,1,0
"212",33.113,5,0,5,1031.04,164.1,5974.64,111561.59,452.8,0,6,26347.27,5,0
"213",33.269,6,0,6,957.48,118.05,5570.21,96786.91,423.7,0,5,27329.07,8,1
"214",33.425,4,0,9,1122.79,183.13,6365.61,94745.73,433.73,2,3,24297.06,1,0
"215",33.581,4,0,5,1129.85,366.51,6857.8,125635.7,554.19,1,4,23313.59,2,0
"216",33.737,5,0,5,932.3,332.42,6591.5,108519.95,461.83,0,4,25962.67,3,0
"217",33.893,8,0,4,925.25,277.29,6284.81,111132.65,525.07,1,0,29932.09,1,0
"218",34.049,8,0,6,927.27,400.61,5301.27,86842.81,478.89,3,10,23077.98,6,2
"219",34.2051,4,0,5,1088.5,844.72,7166.87,107670.8,520.05,1,5,22659.52,6,0
"220",34.3611,8,0,7,1214.6,725,6215.59,121222.27,635.57,1,3,25686.64,2,0
"221",34.5171,5,0,3,998.79,1218.65,5973.59,106050.2,589.35,1,6,24949.3,8,0
"222",34.6731,4,0,8,995.77,1132.88,5493.01,91874.54,580.31,1,12,24682.43,8,0
"223",34.8291,10,0,2,1080.44,1140.95,5034.96,89753.66,561.22,2,2,20585.37,7,4
"224",34.9851,11,0,8,1194.42,1527.87,5622.39,102423.67,611.45,1,1,19228.42,7,1
"225",35.1411,4,0,5,1198.45,1585.55,5785.33,116517.55,705.93,3,4,20968.75,7,1
"226",35.2972,4,0,4,965.54,1231.77,5404.4,106293.96,689.84,1,2,22889.79,4,0
"227",35.4532,5,0,1,1096.57,1293.36,4816.9,86027.41,590.35,4,4,20912.17,7,1
"228",35.6092,7,0,3,1215.61,1549.12,5586.9,97624.9,784.38,1,3,17665.29,1,2
"229",35.7652,5,0,3,1351.94,1523.82,6604.11,109714.43,984.75,1,2,21495.94,12,0
"230",35.9212,7,0,3,1694.89,1646.29,6486.39,115352.42,1023.05,1,4,24911.94,11,1
"231",36.0772,7,0,0,1378.21,1550.13,5338.76,91131.72,950.5,3,4,26267.21,13,2
"232",36.2332,6,0,6,1927.06,1703.01,5945.34,85731.47,873.96,0,2,23321.82,23,0
"233",36.3892,8,0,2,1912.86,1876.36,6407.61,104472.96,993.82,6,5,22068.73,7,1
"234",36.5453,6,0,2,2106.8,2470.1,6016.51,113246.9,1251.05,3,5,25265.74,12,1
"235",36.7013,4,0,6,1819.54,1859.12,6738.79,128365.79,1271.25,8,5,29201.01,16,4
"236",36.8573,7,0,2,1920.98,1774.96,5374.18,95563.45,1148.1,2,6,28430.27,26,0
"237",37.0133,6,0,4,2179.98,1892.59,5440.88,102452.16,1203.6,4,5,21005.65,13,5
"238",37.1693,12,0,3,2469.04,2100.73,6163.17,122250.23,1422.82,5,10,23559.27,14,2
"239",37.3253,7,0,4,2496.55,2169.85,7231.3,117694.22,1709.28,7,9,26760.55,27,2
"240",37.4813,7,0,2,1997.1,1812.47,5706.97,96819.2,1588.75,4,8,27377.87,20,4
"241",37.6373,10,0,7,3004.04,1934.19,5238.81,96397.76,1585.71,5,8,31461.51,19,2
"242",37.7934,7,0,11,3119.69,2278.67,6206.15,107715.62,2013.64,6,15,25228.53,30,3
"243",37.9494,7,0,4,3192.41,2533.29,7229.19,122712.56,2485.79,6,7,30142.23,19,2
"244",38.1054,10,0,1,3036.78,2408.98,6815.66,115175.1,2690.85,3,8,30098.62,26,5
"245",38.2614,5,0,5,2881.33,2337.7,5613,106181.72,2698,2,18,34280.63,35,5
"246",38.4174,9,0,5,3379,2363.15,5593.17,96723.3,2350.27,5,8,28908.97,21,2
"247",38.5734,10,0,11,4091.89,2875.25,7108.8,108260.85,2546.96,6,8,42519.59,16,4
"248",38.7294,6,0,10,4141.41,3081.88,7092.96,125788.7,3320.3,5,15,33097.53,30,3
"249",38.8855,7,0,2,3454.94,2956.02,6728.26,130710.28,3116.29,6,12,33147.55,26,1
"250",39.0415,10,0,8,4407.9,2775.12,5426.29,93382.77,2557.16,5,10,31769.56,27,5
"251",39.1975,6,0,6,4356.21,3466.32,6124.39,109812.43,3198.27,9,14,30854.71,31,6
"252",39.3535,12,0,4,4291.12,3960.04,6683.01,108221.3,2970.91,12,276.3,27029.56,27,3
"253",39.5095,6,0,7,3801.34,3384.21,6704.06,118168.11,3332.61,7,15,33329.03,28,2
"254",39.6655,13,0,3,3546.34,3163.8,5098.37,99966.32,3267.99,2,23,34004.91,29,3
"255",39.8215,15,0,7,3861.05,3301.13,6030.12,95108.11,2852.27,7,17,31166.12,21,5
"256",39.9776,7,0,12,4149.67,4082.73,6368.76,111891.06,3213.64,7,13,24937.26,22,3
"257",40.1336,11,0,9,3984.66,3967.25,6745.11,117271.05,3478.4,6,19,26711.75,25,4
"258",40.2896,10,0,10,3760.18,3369.85,6047.92,109083.73,3443.47,4,19,29222.81,17,2
"259",40.4456,8,0,10,3305.16,3419.1,5640.14,98742.25,3140.88,4,16,29611.54,26,4
"260",40.6016,11,0,11,4054.77,3927.07,6000.81,98595.02,2897.26,7,11,24605.88,16,5
"261",40.7576,9,0,13,3833.25,4018.79,6467.47,116470.52,3321.33,7,14,25252.32,19,2
"262",40.9136,5,0,7,3509.36,4182.81,6845.15,119287.3,3410.62,7,13,27389.76,23,4
"263",41.0696,7,0,6,3009.15,3626.58,5931.73,115843.01,3255.68,3,16,26678.65,11,3
"264",41.2257,10,1,12,3241.6,3748.96,5368.97,90090.5,2591.85,5,8,25306.92,15,1
"265",41.3817,8,0,5,3183.19,3727.35,6019.65,108879.52,2847.16,2,15,22154.74,22,1
"266",41.5377,9,0,6,3207.78,4012.61,6698.79,110008.29,3232.1,3,17,24411.13,12,1
"267",41.6937,6,0,7,3192.41,4082.73,6365.61,108309.97,2886.01,3,16,26326.84,14,2
"268",41.8497,6,0,5,2687.27,3239.62,5193.02,100114.42,2949.43,4,8,29216.71,18,1
"269",42.0057,13,0,4,2653.59,3112.59,5590.03,92324.84,2471.51,7,6,19354.84,17,1
"270",42.1617,14,1,10,2439.49,3695.47,4106.04,71999.73,2005.51,5,15,15883.64,12,1
"271",42.3177,14,0,5,1915.9,2852.77,3110.9,52467.16,1815.72,8,40.01,13035.24,15,2
"272",42.4738,22,0,5,1373.16,9054.87,2201.55,42628.3,1634.32,11,24,8663.55,18,1
"273",42.6298,8,0,8,1643.24,10853.42,1924.18,45515.82,1237.93,10,30,7922.12,46.01,1
"274",42.7858,3,0,6,1641.21,3114.64,2098.86,35475.94,1375.31,6,22,6584.43,4,1
"275",42.9418,5,0,4,1324.66,2536.35,1814.62,35774.22,1285.39,8,13,6199.65,9,2
"276",43.0978,10,0,8,1129.85,6763.42,1598.8,27829.43,989.79,3,17,6305.72,10,1
"277",43.2538,8,0,2,1038.09,1754,1281.3,40135.46,1105.73,3,15,5684.21,9,1
"278",43.4098,11,0,1,1349.92,743.1,1530.99,25179.65,758.23,6,11,5024.07,7,1
"279",43.5658,3,0,5,1441.89,1543.05,1557.3,26616.16,795.45,1,7,5174.99,5,2
"280",43.7219,7,0,1,1046.16,900.09,1494.57,25717.02,768.29,1,10,5752.19,61.02,1
"281",43.8779,7,0,6,2045.84,728.02,1323.73,40294.12,764.26,3,7,5598.51,5,0
"282",44.0339,3,0,6,1072.37,561.2,1330.8,23188.81,766.28,2,4,5607.91,5,0
"283",44.1899,7,0,1,1094.55,450.78,1633.23,22921.23,733.08,3,2,5066.72,2,0
"284",44.3459,7,0,4,1016.93,328.41,1454.11,25445.27,816.58,1,9,5464.83,4,0
"285",44.5019,3,0,0,1301.43,289.32,1354.04,23976.33,773.32,0,5,5777.3,1,1
"286",44.6579,4,0,1,753.16,242.22,1256.06,21792.33,718,0,6,5500.33,2,0
"287",44.8139,5,0,1,848.74,245.23,1328.78,21395.94,693.87,0,3,4844.24,8,0
"288",44.97,4,0,3,890.01,2731.21,1414.68,23443.38,794.45,3,10,5474.23,5,0
"289",45.126,2,0,1,1386.29,565.22,1411.65,26046.13,793.44,11,10,5366.75,7,0
"290",45.282,1,0,3,849.75,415.66,1305.54,21354.55,727.05,3,5,5222.9,3,0
"291",45.438,2,0,1,874.91,314.38,1184.39,19714.44,714.98,1,2,5198.94,3,0
"292",45.594,5,0,0,937.34,499.95,1354.04,23556.85,914.24,2,7,4487.4,0,0
"293",45.75,1,0,3,869.88,450.78,1362.12,23537.2,956.54,4,4,5439.78,2,1
"294",45.906,0,0,2,882.96,332.42,1261.11,22701.42,918.27,1,8,5248.95,1,2
"295",46.0621,2,0,1,699.86,193.14,1037.13,18853.97,960.57,2,4,4935.68,3,2
"296",46.2181,1,0,0,644.58,190.14,1193.47,19233.92,685.82,0,4,4038.61,3,0
"297",46.3741,6,0,2,842.7,271.28,1353.03,21250.42,779.35,1,6,4337.29,2,0
"298",46.5301,0,0,5,719.97,206.16,1315.65,22089.51,836.71,1,4,4755.97,2,0
"299",46.6861,2,0,0,576.26,135.07,1060.32,19877.14,691.86,3,4,4589.99,1,0
"300",46.8421,2,0,4,635.54,134.07,1076.45,18698.51,691.86,4,4,4375.57,2,0
"301",46.9981,1,0,3,685.79,168.11,1186.41,20606.33,712.97,1,4,3841.6,3,0
"302",47.1541,3,0,0,710.92,202.16,1210.63,22304.65,864.9,2,9,4372.47,2,0
"303",47.3102,2,0,2,622.47,234.21,1310.59,20460.45,808.53,2,4,5388.66,1,1
"304",47.4662,3,0,3,685.79,119.05,1066.37,18133.02,767.28,4,5,4566.15,4,0
"305",47.6222,5,0,0,695.84,166.11,1301.5,19236.62,627.53,0,3,3918.93,3,1
"306",47.7782,3,0,0,616.45,471.85,1199.53,21595.73,706.94,1,2,4149.11,3,0
"307",47.9342,1,0,2,619.46,144.08,1199.53,22688.77,719,0,2,5961.58,3,1
"308",48.0902,2,0,4,572.25,270.28,1035.12,19538.71,596.38,0,2,5898.73,1,0
"309",48.2462,1,0,2,528.06,272.28,1014.96,16117.5,625.52,1,5,3747.85,0,0
"310",48.4022,1,0,2,489.91,100.04,993.8,29387.27,526.07,2,3,3541,1,0
"311",48.5583,1,0,2,896.05,152.09,1209.62,18636.99,572.27,1,1,3682.98,21,1
"312",48.7143,2,0,4,553.16,137.07,1128.9,19633.26,640.59,1,2,4506.05,0,2
"313",48.8703,3,0,2,572.25,153.09,1105.7,19304.16,604.42,1,1,4094.37,2,0
"314",49.0263,5,0,2,606.4,199.15,1341.91,21373.09,798.47,1,2,4387.99,1,2
"315",49.1823,8,0,3,584.3,171.11,1491.54,21805.11,674.76,0,1,4540.24,3,0
"316",49.3383,1,0,2,584.3,211.17,1306.55,29983.95,702.92,2,0,6387.69,4,0
"317",49.4943,3,0,0,544.13,725,1247.98,23788.57,660.69,3,3,4922.17,3,1
"318",49.6503,2,0,1,628.5,121.06,1277.26,21792.21,681.8,1,5,5100.03,1,0
"319",49.8064,3,0,3,584.3,147.08,1371.22,21337.36,712.97,6,5,4557.86,6,0
"320",49.9624,0,0,2,644.58,167.11,1480.41,22803.22,939.42,2,7,4773.62,3,0
"321",50.1184,7,0,4,608.41,298.34,1407.6,23843.71,696.88,1,0,5017.83,3,1
"322",50.2744,7,0,3,615.44,567.23,1251.01,22050.46,686.83,1,1,5179.15,3,0
"323",50.4304,2,0,1,640.56,414.66,1279.28,22337.69,689.84,0,2,5132.3,1,0
"324",50.5864,1,0,0,777.3,193.14,1365.15,21905.8,761.25,0,3,4797.5,3,0
"325",50.7424,1,0,1,760.2,282.3,1334.84,22481.61,701.91,0,1,5204.15,9,1
